06/12/2017 17:16:01,21,23,22
06/12/2017 18:00:01,22,23,22
06/12/2017 18:00:01,22,22,19
06/12/2017 18:00:09,22,22,19
06/12/2017 18:00:18,22,22,21
06/12/2017 18:00:26,23,22,21
06/12/2017 18:00:34,23,22,25
06/12/2017 18:00:43,23,21,19
06/12/2017 18:00:51,24,21,19
06/12/2017 18:00:59,24,21,21
06/12/2017 18:01:07,24,21,25
06/12/2017 18:01:16,24,21,18
06/12/2017 18:01:24,25,21,19
06/12/2017 18:01:32,25,21,18
06/12/2017 18:01:41,25,21,19
06/12/2017 18:01:49,25,21,18
06/12/2017 18:01:57,25,21,19
06/12/2017 18:02:06,26,21,19
06/12/2017 18:02:14,26,20,19
06/12/2017 18:02:22,26,20,25
06/12/2017 18:02:31,26,20,19
06/12/2017 18:02:39,26,20,19
06/12/2017 18:02:47,27,20,18
06/12/2017 18:02:56,27,20,19
06/12/2017 18:03:04,27,20,19
06/12/2017 18:03:12,27,20,26
06/12/2017 18:03:20,27,20,18
06/12/2017 18:03:29,27,20,21
06/12/2017 18:03:37,27,20,18
06/12/2017 18:03:45,27,20,22
06/12/2017 18:03:54,27,20,18
06/12/2017 18:04:02,27,20,19
06/12/2017 18:04:10,27,20,19
06/12/2017 18:04:19,27,20,19
06/12/2017 18:04:27,27,20,19
06/12/2017 18:04:35,28,20,18
06/12/2017 18:04:44,28,20,18
06/12/2017 18:04:52,28,20,19
06/12/2017 18:05:00,28,19,16
06/12/2017 18:05:09,28,19,17
06/12/2017 18:05:17,28,19,19
06/12/2017 18:05:25,28,19,17
06/12/2017 18:05:33,28,19,23
06/12/2017 18:05:42,28,19,19
06/12/2017 18:05:50,28,19,18
06/12/2017 18:05:58,29,19,19
06/12/2017 18:06:07,29,19,17
06/12/2017 18:06:15,28,19,16
06/12/2017 18:06:23,28,19,17
06/12/2017 18:06:32,29,19,17
06/12/2017 18:06:40,29,19,19
06/12/2017 18:06:48,30,19,21
06/12/2017 18:06:57,30,19,22
06/12/2017 18:07:05,30,19,18
06/12/2017 18:07:13,30,19,19
06/12/2017 18:07:22,30,19,17
06/12/2017 18:07:30,30,19,18
06/12/2017 18:07:38,30,19,18
06/12/2017 18:07:46,30,19,21
06/12/2017 18:07:55,30,19,16
06/12/2017 18:08:03,30,19,17
06/12/2017 18:08:11,30,19,19
06/12/2017 18:08:20,30,19,18
06/12/2017 18:08:28,31,19,17
06/12/2017 18:08:36,31,19,19
06/12/2017 18:08:45,31,19,19
06/12/2017 18:08:53,31,19,21
06/12/2017 18:09:01,31,19,19
06/12/2017 18:09:10,31,19,18
06/12/2017 18:09:18,31,19,18
06/12/2017 18:09:26,31,19,18
06/12/2017 18:09:35,31,19,18
06/12/2017 18:09:43,31,19,18
06/12/2017 18:09:51,32,19,18
06/12/2017 18:09:59,32,19,18
06/12/2017 18:10:08,32,19,16
06/12/2017 18:10:16,32,19,17
06/12/2017 18:10:24,32,19,17
06/12/2017 18:10:33,32,19,17
06/12/2017 18:10:41,32,19,18
06/12/2017 18:10:49,32,19,17
06/12/2017 18:10:58,32,19,17
06/12/2017 18:11:06,32,19,15
06/12/2017 18:11:14,32,19,18
06/12/2017 18:11:23,32,19,18
06/12/2017 18:11:31,32,19,17
06/12/2017 18:11:39,32,19,15
06/12/2017 18:11:48,32,19,18
06/12/2017 18:11:56,32,19,21
06/12/2017 18:12:04,32,19,16
06/12/2017 18:12:13,32,19,18
06/12/2017 18:12:21,32,19,16
06/12/2017 18:12:29,32,19,18
06/12/2017 18:12:37,32,19,17
06/12/2017 18:12:46,32,18,18
06/12/2017 18:12:54,32,19,18
06/12/2017 18:13:02,33,19,17
06/12/2017 18:13:11,33,19,17
06/12/2017 18:13:19,33,19,17
06/12/2017 18:13:27,33,18,17
06/12/2017 18:13:36,33,19,22
06/12/2017 18:13:44,33,18,16
06/12/2017 18:13:52,33,18,18
06/12/2017 18:14:01,34,18,15
06/12/2017 18:14:09,34,18,17
06/12/2017 18:14:17,34,18,18
06/12/2017 18:14:26,34,18,18
06/12/2017 18:14:34,35,18,16
